title,lowestAsk,lowestAskSize,numberOfAsks,salesThisPeriod,salesLastPeriod,highestBid,highestBidSize,numberOfBids,annualHigh,annualLow,deadstockRangeLow,deadstockRangeHigh,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,salesLast72Hours,changeValue,changePercentage,totalDollars,deadstockSoldRank,pricePremiumRank,averageDeadstockPriceRank,missingData
adidas Yeezy Boost 350 V2 Static,255,4,3781,1151,None,560,16,1084,1483,222,267,289,0.041127,11324,0.264,285,278,1151,7,0.02583,3229165,95,74,37,False
adidas Yeezy Boost 350 V2 Sesame,240,9,1743,461,None,490,16,649,899,186,218,252,0.072992,17904,0.068,263,235,461,-14,-0.056225,4717288,55,16,24,False
Jordan 11 Retro Concord (2018),255,9,2451,422,None,280,13,851,500,206,256,274,0.035314,26474,0.205,284,265,422,0,0,7505444,61,74,82,False
adidas Yeezy Boost 350 V2 Cream/Triple White,230,11,1841,403,None,600,17,390,920,190,311,379,0.098385,31136,0.568,282,345,403,106,0.443515,8774544,61,57,70,False
adidas Yeezy Boost 350 V2 Semi Frozen Yellow,243,9.5,2346,371,None,410,14,656,1400,210,255,295,0.072469,11983,0.25,351,275,371,9,0.033835,4204703,57,47,74,False
adidas Yeezy 700 V2 Static,383,7,827,325,None,703,15,825,3500,300,376,412,0.046645,2684,0.313,412,394,325,-5,-0.012531,1106208,3,13,83,False
adidas Yeezy Boost 350 V2 Zebra,299,7.5,1443,323,None,512,16,759,1200,250,280,320,0.066324,33430,0.364,344,300,323,-5,-0.016393,11488260,47,13,57,False
Jordan 1 Retro High Spider-Man Origin Story,227,14,1116,319,None,465,7.5,2243,550,199,170,290,0.259084,13764,0.438,287,230,319,-115,-0.333421,3949937,8,64,6,False
adidas Yeezy 700 Mauve,265,11,1509,281,None,725,16,421,1575,200,250,296,0.083491,12891,-0.09,301,273,281,-28,-0.093023,3884143,94,47,27,False
adidas Yeezy 500 Salt,220,14,1216,264,None,515,16,547,5000,175,191,259,0.149946,9413,0.125,267,225,264,-7,-0.030172,2515547,83,98,37,False
Jordan 1 Retro High Rookie of the Year,179,12,1193,221,None,312,3.5,753,800,146,134,216,0.235149,18495,0.094,246,175,221,-25,-0.125,4558686,2,18,3,False
adidas Yeezy Wave Runner 700 Solid Grey,368,10.5,1377,194,None,987,16,692,2000,291,378,412,0.042088,40949,0.317,436,395,194,9,0.023316,17871999,98,89,91,False
Jordan 1 Retro High Spider-Man Origin Story (GS),223,7Y,500,178,None,322,5Y,495,371,146,235,265,0.059519,7155,1.083,212,250,178,30,0.136364,1520381,44,74,95,False
Air Force 1 Low Off-White Black White,420,5,522,162,None,601,8.5,1068,850,300,503,597,0.085106,3079,2.235,494,550,162,74,0.155462,1522389,35,42,71,False
adidas Yeezy 500 Utility Black,296,14,396,142,None,400,16,446,1000,190,337,389,0.072154,22079,0.815,285,363,142,-6,-0.018769,6295090,25,53,79,False
Air Force 1 Low Off-White Volt,360,4.5,630,139,None,550,12.5,861,1000,250,370,390,0.025307,2978,1.235,389,380,139,0,0,1158916,27,51,76,False
Nike Zoom Fly Off-White Black Silver,239,4,587,137,None,335,12,600,650,215,294,348,0.084164,4345,0.888,316,321,137,28,0.095563,1373150,99,10,52,False
adidas Yeezy Boost 350 V2 Butter,218,9,1715,128,None,352,16,257,800,195,234,276,0.082751,42071,0.159,271,255,128,36,0.159645,11408941,8,98,27,False
Converse Chuck Taylor All-Star 70s Hi Off-White,250,6.5,502,116,None,300,4,566,1100,186,292,346,0.083823,9559,1.454,314,319,116,32,0.111498,3003230,42,8,94,False
Nike Zoom Fly Off-White Pink,230,9.5,515,110,None,301,7,299,583,210,196,264,0.14669,4413,0.354,272,230,110,-29,-0.114607,1198351,6,83,40,False
Nike PG 2.5 Playstation Wolf Grey,130,9.5,500,99,None,290,15,159,350,110,112,158,0.169469,5673,0.227,153,135,99,4,0.030534,869154,15,8,6,False
Jordan 1 Retro High Off-White University Blue,689,14,912,99,None,1200,17,510,3680,430,970,1130,0.076197,18096,4.526,851,1050,99,187,0.216686,15393836,68,82,86,False
adidas Yeezy Boost 350 V2 Blue Tint,339,10,687,87,None,415,6,303,900,286,330,400,0.096866,23655,0.659,383,365,87,-51,-0.122596,9052095,93,81,12,False
Air Fear Of God 1 Black,704,11.5,433,87,None,831,8,650,1549,621,659,731,0.051682,2372,0.759,798,695,87,-75,-0.097759,1892417,0,56,100,False
adidas Yeezy Boost 350 V2 Beluga 2.0,396,4,591,86,None,987,17,375,1200,200,365,427,0.077764,17588,0.8,413,396,86,-104,-0.208601,7263280,13,76,50,False
Jordan 1 Retro High Union Los Angeles Black Toe,573,5.5,513,85,None,725,8.5,723,1520,420,620,716,0.071382,3852,2.516,674,668,85,60,0.098684,2594768,83,10,85,False
Jordan 1 Retro High Shadow (2018),190,13,677,83,None,330,6.5,370,439,100,241,303,0.115436,25343,0.7,210,272,83,78,0.402062,5331986,95,29,24,False
Jordan 4 Retro Raptors,209,10.5,313,72,None,320,7,142,1185,156,189,231,0.098732,4186,0.05,232,210,72,-36,-0.146341,970290,11,72,81,False
Jordan 4 Retro Travis Scott Cactus Jack,395,10.5,423,70,None,520,7,409,2200,285,396,428,0.037814,17801,0.831,379,412,70,12,0.03,6746956,21,43,32,False
Jordan 3 Retro Black Cement (2018),180,18,583,69,None,291,14,378,450,150,239,271,0.064013,23138,0.275,243,255,69,-29,-0.102113,5623545,89,61,17,False
Nike SB Dunk Low Concepts Purple Lobster,275,10,289,69,None,305,4.5,813,1250,200,244,268,0.047028,2581,0.969,259,256,69,-19,-0.069091,668600,52,72,82,False
Jordan 1 Retro High Homage To Home (Non-numbered),196,14,726,62,None,365,8.5,304,680,160,302,370,0.099887,25841,1.1,269,336,62,24,0.076923,6961128,80,16,63,False
adidas Ultra Boost 4.0 Running White,118,9.5,120,58,None,160,15,93,250,75,102,128,0.116346,5324,-0.361,139,115,58,-28,-0.195804,738360,93,93,7,False
adidas Yeezy 500 Blush,247,13,514,55,None,605,5.5,290,1500,200,232,464,0.333029,37325,0.74,295,348,55,71,0.256318,11014535,44,75,77,False
Jordan 1 Retro High "Not for Resale" Varsity Red,402,15,474,55,None,682,8.5,592,1000,350,318,502,0.224234,4920,1.563,602,410,55,-95,-0.188119,2959644,97,71,78,False
Jordan 1 Retro High Game Royal,170,14,457,54,None,422,7,245,540,100,196,284,0.183187,18784,0.5,212,240,54,0,0,3978882,54,85,20,False
Jordan 1 Retro High Bred Toe,220,16,560,53,None,591,7,422,750,100,279,407,0.187473,18274,1.144,310,343,53,-47,-0.120513,5671994,97,15,30,False
Air Presto Off-White White (2018),490,7,468,53,None,590,9,248,2500,430,426,524,0.102603,7051,1.969,641,475,53,-75,-0.136364,4516876,71,13,32,False
Jordan 1 Retro High Union Los Angeles Blue Toe,670,10.5,632,51,None,1025,12.5,543,1900,591,773,987,0.121696,3174,3.632,842,880,51,152,0.208791,2671500,6,28,26,False
Jordan 3 Retro Tinker Hatfield,199,10,456,49,None,276,15,222,1200,160,230,256,0.055282,10134,0.215,266,243,49,44,0.221106,2700575,27,25,10,False
adidas Yeezy Boost 350 V2 Static,255,4,3781,1151,None,560,16,1084,1483,222,267,289,0.041127,11324,0.264,285,278,1151,7,0.02583,3229165,95,74,37,False
adidas Yeezy Boost 350 V2 Sesame,240,9,1743,461,None,490,16,649,899,186,218,252,0.072992,17904,0.068,263,235,461,-14,-0.056225,4717288,55,16,24,False
Jordan 11 Retro Concord (2018),255,9,2451,422,None,280,13,851,500,206,256,274,0.035314,26474,0.205,284,265,422,0,0,7505444,61,74,82,False
adidas Yeezy Boost 350 V2 Cream/Triple White,230,11,1841,403,None,600,17,390,920,190,311,379,0.098385,31136,0.568,282,345,403,106,0.443515,8774544,61,57,70,False
adidas Yeezy Boost 350 V2 Semi Frozen Yellow,243,9.5,2346,371,None,410,14,656,1400,210,255,295,0.072469,11983,0.25,351,275,371,9,0.033835,4204703,57,47,74,False
adidas Yeezy 700 V2 Static,383,7,827,325,None,703,15,825,3500,300,376,412,0.046645,2684,0.313,412,394,325,-5,-0.012531,1106208,3,13,83,False
adidas Yeezy Boost 350 V2 Zebra,299,7.5,1443,323,None,512,16,759,1200,250,280,320,0.066324,33430,0.364,344,300,323,-5,-0.016393,11488260,47,13,57,False
Jordan 1 Retro High Spider-Man Origin Story,227,14,1116,319,None,465,7.5,2243,550,199,170,290,0.259084,13764,0.438,287,230,319,-115,-0.333421,3949937,8,64,6,False
adidas Yeezy 700 Mauve,265,11,1509,281,None,725,16,421,1575,200,250,296,0.083491,12891,-0.09,301,273,281,-28,-0.093023,3884143,94,47,27,False
adidas Yeezy 500 Salt,220,14,1216,264,None,515,16,547,5000,175,191,259,0.149946,9413,0.125,267,225,264,-7,-0.030172,2515547,83,98,37,False
Jordan 1 Retro High Rookie of the Year,179,12,1193,221,None,312,3.5,753,800,146,134,216,0.235149,18495,0.094,246,175,221,-25,-0.125,4558686,2,18,3,False
adidas Yeezy Wave Runner 700 Solid Grey,368,10.5,1377,194,None,987,16,692,2000,291,378,412,0.042088,40949,0.317,436,395,194,9,0.023316,17871999,98,89,91,False
Jordan 1 Retro High Spider-Man Origin Story (GS),223,7Y,500,178,None,322,5Y,495,371,146,235,265,0.059519,7155,1.083,212,250,178,30,0.136364,1520381,44,74,95,False
Air Force 1 Low Off-White Black White,420,5,522,162,None,601,8.5,1068,850,300,503,597,0.085106,3079,2.235,494,550,162,74,0.155462,1522389,35,42,71,False
adidas Yeezy 500 Utility Black,296,14,396,142,None,400,16,446,1000,190,337,389,0.072154,22079,0.815,285,363,142,-6,-0.018769,6295090,25,53,79,False
Air Force 1 Low Off-White Volt,360,4.5,630,139,None,550,12.5,861,1000,250,370,390,0.025307,2978,1.235,389,380,139,0,0,1158916,27,51,76,False
Nike Zoom Fly Off-White Black Silver,239,4,587,137,None,335,12,600,650,215,294,348,0.084164,4345,0.888,316,321,137,28,0.095563,1373150,99,10,52,False
adidas Yeezy Boost 350 V2 Butter,218,9,1715,128,None,352,16,257,800,195,234,276,0.082751,42071,0.159,271,255,128,36,0.159645,11408941,8,98,27,False
Converse Chuck Taylor All-Star 70s Hi Off-White,250,6.5,502,116,None,300,4,566,1100,186,292,346,0.083823,9559,1.454,314,319,116,32,0.111498,3003230,42,8,94,False
Nike Zoom Fly Off-White Pink,230,9.5,515,110,None,301,7,299,583,210,196,264,0.14669,4413,0.354,272,230,110,-29,-0.114607,1198351,6,83,40,False
Nike PG 2.5 Playstation Wolf Grey,130,9.5,500,99,None,290,15,159,350,110,112,158,0.169469,5673,0.227,153,135,99,4,0.030534,869154,15,8,6,False
Jordan 1 Retro High Off-White University Blue,689,14,912,99,None,1200,17,510,3680,430,970,1130,0.076197,18096,4.526,851,1050,99,187,0.216686,15393836,68,82,86,False
adidas Yeezy Boost 350 V2 Blue Tint,339,10,687,87,None,415,6,303,900,286,330,400,0.096866,23655,0.659,383,365,87,-51,-0.122596,9052095,93,81,12,False
Air Fear Of God 1 Black,704,11.5,433,87,None,831,8,650,1549,621,659,731,0.051682,2372,0.759,798,695,87,-75,-0.097759,1892417,0,56,100,False
adidas Yeezy Boost 350 V2 Beluga 2.0,396,4,591,86,None,987,17,375,1200,200,365,427,0.077764,17588,0.8,413,396,86,-104,-0.208601,7263280,13,76,50,False
Jordan 1 Retro High Union Los Angeles Black Toe,573,5.5,513,85,None,725,8.5,723,1520,420,620,716,0.071382,3852,2.516,674,668,85,60,0.098684,2594768,83,10,85,False
Jordan 1 Retro High Shadow (2018),190,13,677,83,None,330,6.5,370,439,100,241,303,0.115436,25343,0.7,210,272,83,78,0.402062,5331986,95,29,24,False
Jordan 4 Retro Raptors,209,10.5,313,72,None,320,7,142,1185,156,189,231,0.098732,4186,0.05,232,210,72,-36,-0.146341,970290,11,72,81,False
Jordan 4 Retro Travis Scott Cactus Jack,395,10.5,423,70,None,520,7,409,2200,285,396,428,0.037814,17801,0.831,379,412,70,12,0.03,6746956,21,43,32,False
Jordan 3 Retro Black Cement (2018),180,18,583,69,None,291,14,378,450,150,239,271,0.064013,23138,0.275,243,255,69,-29,-0.102113,5623545,89,61,17,False
Nike SB Dunk Low Concepts Purple Lobster,275,10,289,69,None,305,4.5,813,1250,200,244,268,0.047028,2581,0.969,259,256,69,-19,-0.069091,668600,52,72,82,False
Jordan 1 Retro High Homage To Home (Non-numbered),196,14,726,62,None,365,8.5,304,680,160,302,370,0.099887,25841,1.1,269,336,62,24,0.076923,6961128,80,16,63,False
adidas Ultra Boost 4.0 Running White,118,9.5,120,58,None,160,15,93,250,75,102,128,0.116346,5324,-0.361,139,115,58,-28,-0.195804,738360,93,93,7,False
adidas Yeezy 500 Blush,247,13,514,55,None,605,5.5,290,1500,200,232,464,0.333029,37325,0.74,295,348,55,71,0.256318,11014535,44,75,77,False
Jordan 1 Retro High "Not for Resale" Varsity Red,402,15,474,55,None,682,8.5,592,1000,350,318,502,0.224234,4920,1.563,602,410,55,-95,-0.188119,2959644,97,71,78,False
Jordan 1 Retro High Game Royal,170,14,457,54,None,422,7,245,540,100,196,284,0.183187,18784,0.5,212,240,54,0,0,3978882,54,85,20,False
Jordan 1 Retro High Bred Toe,220,16,560,53,None,591,7,422,750,100,279,407,0.187473,18274,1.144,310,343,53,-47,-0.120513,5671994,97,15,30,False
Air Presto Off-White White (2018),490,7,468,53,None,590,9,248,2500,430,426,524,0.102603,7051,1.969,641,475,53,-75,-0.136364,4516876,71,13,32,False
Jordan 1 Retro High Union Los Angeles Blue Toe,670,10.5,632,51,None,1025,12.5,543,1900,591,773,987,0.121696,3174,3.632,842,880,51,152,0.208791,2671500,6,28,26,False
Jordan 3 Retro Tinker Hatfield,199,10,456,49,None,276,15,222,1200,160,230,256,0.055282,10134,0.215,266,243,49,44,0.221106,2700575,27,25,10,False
Jordan 11 Retro Space Jam (2016),220,18,370,47,None,360,7.5,261,375,150,304,336,0.048788,5482,0.455,288,320,47,3,0.009464,1579818,32,34,75,False
Converse Chuck Taylor All-Star 70s Hi Fear of God Black,138,11,128,44,None,251,8.5,266,350,100,107,167,0.222407,1526,0,165,137,44,-15,-0.098684,252216,55,65,71,False
Jordan 11 Retro Win Like 96,240,11,397,44,None,275,8,184,350,180,219,263,0.092908,7294,0.095,248,241,44,5,0.021186,1809644,39,22,97,False
adidas NMD Hu Pharrell Solar Pack Mother,184,11,237,41,None,290,6,102,475,140,153,187,0.10265,2721,-0.32,258,170,41,-38,-0.182692,702175,71,1,79,False
Jordan 1 Retro Royal (2017),225,14,459,40,None,316,8.5,275,450,175,219,291,0.142499,5575,0.594,266,255,40,20,0.085106,1481408,38,67,9,False
Jordan 1 Retro High NRG Patent Gold Toe,249,12,299,40,None,396,7.5,272,550,165,217,305,0.168617,11700,0.631,256,261,40,21,0.0875,2996485,45,36,59,False
Air Presto Off-White Black (2018),579,6,422,40,None,801,14,270,2145,495,658,800,0.097578,7310,3.556,734,729,40,21,0.029661,5365674,76,57,65,False
adidas Yeezy 500 Super Moon Yellow,215,11.5,437,39,None,333,16,166,1500,166,197,263,0.145287,12085,0.15,255,230,39,-18,-0.072581,3080163,15,56,54,False
Air Vapormax Off White 2018,510,4,187,34,None,775,14,193,1500,400,558,632,0.06241,6237,1.38,592,595,34,-8,-0.013267,3690143,24,31,69,False
Jordan 1 Retro High Clay Green,184,13,279,30,None,340,7.5,160,465,120,178,273,0.211033,7869,0.41,222,226,30,76,0.504141,1744831,68,35,18,False
Jordan 13 Retro He Got Game (2018),195,12,247,30,None,249,7.5,271,325,145,230,276,0.089903,5761,0.332,209,253,30,58,0.297436,1203956,68,23,33,False
Jordan 1 Retro High Satin Shattered Backboard (W),319,8W,319,30,None,550,11W,223,1001,195,455,645,0.172464,11859,2.438,352,550,30,0,0,4176576,19,95,62,False
adidas Yeezy Powerphase Calabasas Core Black,75,5,447,29,None,107,11.5,85,710,40,93,117,0.11756,9289,-0.125,119,105,29,5,0.041129,1109982,99,79,84,False
Air Force 1 Low Travis Scott Sail,335,4,238,29,None,445,8,249,660,185,378,472,0.111285,9459,1.833,311,425,29,100,0.307692,2940631,66,76,28,False
Air Max 1/97 Sean Wotherspoon (Extra Lace Set Only),675,10.5,276,29,None,900,14,489,998,346,673,717,0.031141,9759,3.344,579,695,29,21,0.030281,5647060,5,35,13,False
Air Max 1 Atmos Animal Pack 2.0 (2018 All Black Box),250,4,155,28,None,375,14,197,600,146,221,317,0.178563,6235,0.681,286,269,28,-98,-0.26703,1782006,23,81,5,False
Air Max 1 Anniversary Red (2017/2018 Restock Pair),130,11.5,149,27,None,150,4.5,107,345,86,130,148,0.065367,3193,-0.007,146,139,27,18,0.14876,465611,78,98,75,False
Jordan 11 Retro Low Cool Grey,170,10,231,27,None,181,8,118,325,114,130,160,0.103538,4445,-0.171,178,145,27,-35,-0.194444,789026,2,87,12,False
adidas NMD Hu Pharrell Solar Pack Orange,200,8.5,238,27,None,241,12,79,465,151,293,357,0.09962,2074,0.3,258,325,27,115,0.547619,535946,94,60,13,False
Jordan 11 Retro UNC Win Like 82,222,11,342,25,None,259,12.5,176,345,165,218,248,0.064935,5499,0.059,226,233,25,-34,-0.127341,1242520,19,53,67,False
Jordan 3 Retro True Blue (2016),223,11,195,25,None,236,11.5,131,550,85,193,225,0.076906,2726,-0.05,227,209,25,-11,-0.05,617737,38,79,67,False
Jordan 6 Retro Infrared Black (2014),255,11,171,25,None,262,12.5,88,500,180,232,286,0.102325,1680,0.4,293,259,25,-2,-0.007709,491748,40,76,70,False
Jordan 1 Retro High Off-White Chicago,2199,12,158,24,None,3201,5,322,4057,1276,1799,2591,0.180192,1429,10.553,2111,2195,24,-606,-0.216351,3016448,3,34,1,False
adidas Ultra Boost 4.0 Triple Black,146,8,148,23,None,200,3.5,80,405,115,122,184,0.199756,4123,-0.235,212,153,23,8,0.055172,875193,41,82,82,False
Jordan 4 Retro Levi's Black (Levi's Tag),275,11,178,22,None,400,15,213,1750,229,301,349,0.072876,3437,0.444,319,325,22,55,0.203704,1096716,36,100,45,False
Jordan 1 Retro Bred "Banned" (2016),263,17,241,21,None,560,9,294,677,120,479,621,0.129964,2634,2.438,448,550,21,50,0.1,1179256,3,43,69,False
adidas Yeezy Boost 350 V2 Black Red,730,10.5,220,21,None,936,5.5,268,2307,625,737,841,0.066218,2761,2.585,812,789,21,9,0.0112,2241089,42,99,38,False
Jordan 1 Retro High Blue Moon,178,14,233,19,None,481,7.5,209,538,135,114,262,0.396194,7228,0.175,235,188,19,1,0.005348,1696135,12,11,22,False
adidas NMD R1 Japan Triple Black,250,10,70,19,None,300,4,68,425,155,137,223,0.237218,1592,0,264,180,19,-20,-0.1,420572,31,0,69,False
Jordan 1 Retro High Gatorade Orange Peel,94,11,73,18,None,150,8,78,285,70,99,129,0.13523,1341,-0.349,112,114,18,20,0.212766,149658,71,93,66,False
Jordan 13 Retro He Got Game 2018 (GS),155,7Y,57,18,None,190,5Y,77,242,111,166,210,0.115773,4284,0.343,176,188,18,-12,-0.06,755652,86,94,44,False
Jordan 1 Retro High Nigel Sylvester,230,15,228,18,None,382,8.5,226,600,205,356,460,0.127411,3935,1.267,339,408,18,18,0.046154,1335257,98,62,56,False
Jordan 3 Retro JTH Bio Beige,245,8,295,18,None,266,13,159,800,216,240,258,0.035024,3430,-0.004,306,249,18,4,0.016327,1050631,35,23,63,False
Jordan 1 Retro High Hyper Royal,95,12,180,16,None,120,7.5,92,250,80,79,101,0.119355,1595,-0.438,120,90,16,0,0,190944,61,18,55,False
adidas NMD Hu Pharrell Solar Pack Red,260,9,202,16,None,265,7,78,495,180,271,315,0.074397,2719,0.172,295,293,16,53,0.220833,800969,69,51,24,False
Jordan 11 Retro Legend Blue (2014),275,9.5,200,16,None,299,12.5,149,471,204,233,277,0.08534,2295,0.275,267,255,16,-65,-0.203125,613309,18,57,10,False
adidas NMD XR1 OG Black,157,12,51,15,None,175,9,41,350,90,144,200,0.162365,2023,0.147,150,172,15,-68,-0.283333,304110,97,42,63,False
adidas Yeezy Boost 350 V2 Core Black Red,725,13,121,15,None,1001,6.5,138,2000,650,807,951,0.081895,916,2.995,933,879,15,79,0.09875,854878,43,54,35,False
Jordan 11 Retro Heiress Black Stingray (GS),130,3.5Y,116,14,None,160,6Y,86,260,100,108,162,0.19812,1648,-0.386,167,135,14,-5,-0.035714,275073,58,77,60,False
Jordan 13 Retro Bred (2017),189,11,128,14,None,200,12,109,317,80,195,235,0.092646,2085,0.132,189,215,14,25,0.131579,395011,60,97,68,False
Jordan 12 Retro Michigan,230,12,174,14,None,400,6.5,113,777,177,234,264,0.058944,3404,0.107,257,249,14,9,0.0375,873622,89,19,88,False
Air Max 97 Silver Bullet (2016/2017),265,13,79,14,None,313,8,97,425,168,251,325,0.129895,1975,0.694,255,288,14,-16,-0.05464,504300,16,98,53,False
Jordan 1 Retro High Yellow Ochre,245,13,129,13,None,328,9,184,799,210,331,407,0.103755,2029,1.306,325,369,13,94,0.341818,660020,37,61,38,False
adidas Yeezy Boost 350 V2 Beluga,546,4,241,13,None,771,5.5,180,1537,500,657,743,0.060718,1456,2.182,753,700,13,-30,-0.041096,1095858,51,86,71,False
Air VaporMax Off-White Black,550,4,213,13,None,715,13,167,1300,386,626,744,0.085726,5103,1.74,626,685,13,8,0.011817,3196726,1,22,65,False
adidas NMD R1 Japan Triple White,185,13,66,12,None,186,11,77,300,103,161,199,0.103892,2235,0,177,180,12,5,0.028571,395655,91,41,24,False
Jordan 11 Retro Playoffs (2012),400,10.5,172,12,None,430,12,112,828,305,396,442,0.054008,1210,1.328,441,419,12,69,0.197143,533862,57,56,0,False
Jordan 3 Retro International Flight,146,10.5,133,11,None,180,8,130,400,101,165,196,0.087243,2325,-0.049,169,181,11,31,0.204559,391934,74,67,97,False
Nike React Element 87 Dark Grey Photo Blue,165,6,100,11,None,260,12,89,375,108,245,295,0.091678,2447,0.688,238,270,11,22,0.088133,583533,1,67,69,False
Jordan 1 Retro Top 3,289,17,145,11,None,520,7.5,163,879,150,101,299,0.493112,1531,0.25,425,200,11,-215,-0.518072,650877,31,70,72,False
Jordan 1 Retro Shattered Backboard,595,14,130,11,None,1000,8.5,143,1050,450,618,832,0.147946,755,3.531,766,725,11,-155,-0.176136,578028,13,65,57,False
Air Max 97 Off-White,775,13,81,11,None,1150,15,161,1500,563,826,914,0.050045,1084,3.579,785,870,11,0,0,851251,82,70,14,False
Kyrie 4 Lucky Charms,230,7,84,10,None,236,12,69,600,120,193,237,0.101022,2962,0.792,200,215,10,-74,-0.256055,592440,97,34,19,False
Jordan 4 Retro Kaws Black,675,11,170,10,None,1000,15,130,1653,575,473,707,0.198492,1452,0.686,791,590,10,-105,-0.151079,1149075,94,36,45,False
Nike React Element 87 Desert Sand,170,11,153,9,None,191,10,77,370,100,168,192,0.066257,2303,0.125,208,180,9,-19,-0.095477,478907,48,15,43,False
adidas Yeezy Powerphase Calabasas Core White,220,14,115,9,None,320,6,111,690,141,200,242,0.096457,1705,0.842,269,221,9,-8,-0.034934,459229,26,52,40,False
Air Max 97 Country Camo (Italy),115,6,49,8,None,160,10,50,390,70,140,192,0.15563,326,-0.078,188,166,8,16,0.106667,61317,32,63,74,False
Jordan 13 Retro Altitude (2017),155,9.5,75,8,None,170,13,79,248,80,123,157,0.124817,1267,-0.263,142,140,8,-15,-0.096774,180375,4,87,89,False
Jordan 6 Retro UNC,212,10,78,8,None,230,8,84,311,133,178,234,0.134043,1399,0.084,212,206,8,5,0.024876,296331,65,20,35,False
adidas Ultra Boost Mid Ronnie Fieg,258,7,108,8,None,435,12,79,900,234,268,412,0.210526,454,0.545,447,340,8,-12,-0.034091,203125,36,25,67,False
Air Max 1 Atmos Elephant (2017),405,4.5,68,8,None,700,12.5,163,954,259,541,649,0.090983,551,2.967,514,595,8,-11,-0.018152,283259,95,86,17,False
adidas Yeezy Boost 750 Light Brown Gum (Chocolate),530,6,118,8,None,763,9,74,1000,450,681,879,0.126333,702,1.229,719,780,8,279,0.556886,504404,3,16,94,False
Air Max 90 Off-White,894,13,79,8,None,1150,14,155,2000,530,996,1135,0.06533,1047,5.657,833,1065,8,86,0.086852,872343,13,26,43,False
Jordan 1 Retro High Gatorade Blue Lagoon,120,11,75,7,None,141,8,65,274,75,100,138,0.158335,1212,-0.32,132,119,7,21,0.214286,160030,75,48,32,False
Jordan 3 Retro Quai54 (2018),194,9.5,100,7,None,235,13,100,421,150,181,215,0.087307,1369,0.1,265,198,7,-31,-0.135371,362741,94,4,11,False
Nike React Element 87 Anthracite Black,215,4,100,7,None,310,11.5,118,500,155,286,352,0.103537,2956,0.994,264,319,7,1,0.003145,781582,15,10,48,False
Jordan 1 Retro High Gold Top 3,397,12,74,7,None,600,7,106,1250,280,454,546,0.092287,760,2.125,482,500,7,115,0.298701,366130,46,7,19,False
Nike React Element 87 Sail Light Bone,400,5.5,134,7,None,465,8.5,215,565,250,399,447,0.056062,5239,1.644,369,423,7,11,0.026699,1933204,42,15,48,False
Nike Zoom Fly Off-White,630,7.5,78,7,None,800,10,124,1500,376,550,710,0.126627,854,2.706,656,630,7,5,0.008,560096,15,86,49,False
Air VaporMax Off-White,980,4,88,7,None,1200,8.5,119,1845,595,913,1387,0.206435,959,3.6,976,1150,7,150,0.15,936322,66,77,61,False
adidas Yeezy Powerphase Calabasas Grey,112,5,165,6,None,160,14,96,296,65,154,186,0.095982,5156,0.417,160,170,6,5,0.030303,822836,88,41,11,False
Jordan 6 Retro Gatorade Like Mike White,145,12,149,6,None,177,7.5,90,365,85,167,193,0.072991,1529,-0.053,151,180,6,45,0.333333,230638,52,86,66,False
Air Max 97 Cristiano Ronaldo Portugal Patchwork,195,6.5,63,6,None,305,11.5,85,650,146,116,204,0.273076,1513,-0.059,296,160,6,-125,-0.438596,448121,88,73,17,False
Air Presto Off-White,1374,6,108,6,None,1780,9,107,2250,905,1287,1711,0.141657,1101,8.369,1472,1499,6,-151,-0.091515,1620722,100,2,45,False
Air Force 1 Low Roc-A-Fella (AF100),123,14,91,5,None,180,16,81,317,75,172,228,0.142135,1080,0.333,157,200,5,35,0.212121,169827,34,60,57,False
Jordan 1 Retro High Track Red,225,13,141,5,None,364,7.5,165,520,182,223,327,0.188188,1396,0.719,296,275,5,-60,-0.179104,413345,92,7,30,False
adidas Yeezy Boost 750 Light Grey Glow In the Dark,700,6.5,132,5,None,1050,15,87,1625,600,819,931,0.064162,544,1.5,925,875,5,55,0.067073,503362,60,25,68,False
Jordan 4 Retro Kaws,1146,13,98,5,None,1400,7,128,2900,700,932,1066,0.067339,641,1.854,1166,999,5,-151,-0.131304,747418,1,44,92,False
Jordan 6 Retro Gatorade Green,228,11,176,4,None,245,14,82,400,185,227,253,0.055939,1981,0.067,263,240,4,13,0.057269,520210,70,23,56,False
Air Max 95 Atmos Animal Pack 2.0 (2018 All Black Box),238,4,88,4,None,391,12,98,1595,160,328,406,0.106366,1481,0.835,365,367,4,41,0.125767,540807,84,38,91,False
Jordan 12 Retro PSNY,299,7,104,4,None,316,12,89,599,220,277,363,0.135702,323,0.067,355,320,4,80,0.333333,114698,6,8,73,False
Kyrie 4 Confetti,300,9.5,38,4,None,346,10.5,79,600,141,251,349,0.164365,796,1.5,285,300,4,-30,-0.090909,226820,4,98,42,False
Jordan 4 Retro Black Cement (2012),315,8.5,78,4,None,370,15,80,600,230,315,355,0.059128,822,1.094,335,335,4,-30,-0.082192,275209,37,25,57,False
Jordan 3 Retro White Cement ('88 Dunk Contest 2013),375,8,78,4,None,460,12.5,85,770,310,347,417,0.09032,332,0.91,461,382,4,-4,-0.010363,153148,72,16,42,False
Jordan 1 Retro High Homage To Home Chicago (Numbered),430,13,77,4,None,710,8.5,67,1330,250,577,823,0.176302,1063,3.375,767,700,4,385,1.222222,815357,97,90,56,False
